center_id,district,crop,farmers_arrived,farmers_processed,queue_length,number_of_counters,average_processing_time,arrival_rate,hour,day_of_week,is_weekend,is_holiday,waiting_time
C002,Ludhiana,Soybean,68,42,26,3,7.0,3.55,13,0,1,0,92.1
C002,Ludhiana,Soybean,58,14,44,2,8.0,3.65,10,5,0,0,180.6
C001,Karnal,Gram,52,45,7,4,8.0,6.79,11,5,0,0,19.6
C005,Nashik,Maize,19,9,10,6,7.0,9.04,13,2,0,0,13.9
C003,Indore,Wheat,53,15,38,5,7.0,9.01,15,6,1,0,65.8
C001,Karnal,Maize,44,20,24,6,8.0,8.95,18,3,0,0,36.7
C004,Sehore,Wheat,39,21,18,2,6.0,7.12,13,3,0,0,68.7
C003,Indore,Wheat,52,20,32,2,4.0,6.69,11,4,0,0,82.9
C004,Sehore,Gram,68,43,25,6,8.0,6.15,18,3,0,1,28.1
C001,Karnal,Gram,44,28,16,2,4.0,6.64,17,3,0,0,34.8
C001,Karnal,Mustard,75,38,37,5,7.0,2.3,14,6,1,0,79.9
C004,Sehore,Maize,53,16,37,2,5.0,2.19,13,0,1,0,137.1
C001,Karnal,Maize,71,48,23,5,6.0,4.75,11,2,0,0,35.5
C004,Sehore,Maize,54,40,14,4,5.0,8.17,16,5,0,0,18.8
C003,Indore,Paddy,49,27,22,5,4.0,6.93,11,2,0,0,23.0
C001,Karnal,Maize,76,36,40,5,6.0,7.12,14,1,0,0,65.6
C003,Indore,Mustard,26,15,11,5,6.0,4.58,9,1,0,0,16.2
C005,Nashik,Mustard,42,30,12,6,8.0,6.95,9,1,0,0,18.3
C004,Sehore,Mustard,62,27,35,3,6.0,5.17,14,0,1,0,105.8
C003,Indore,Gram,40,19,21,6,4.0,5.54,8,1,0,0,17.2
C003,Indore,Wheat,64,19,45,5,5.0,3.96,11,3,0,0,60.5
C001,Karnal,Mustard,75,35,40,3,4.0,8.7,14,4,0,0,71.7
C004,Sehore,Paddy,71,45,26,6,8.0,6.6,14,5,0,0,47.6
C003,Indore,Mustard,44,20,24,5,6.0,4.56,13,0,1,0,42.8
C002,Ludhiana,Gram,44,37,7,6,5.0,7.67,16,2,0,0,8.0
C002,Ludhiana,Maize,49,34,15,4,8.0,4.15,8,3,0,0,31.8
C004,Sehore,Wheat,69,33,36,3,4.0,6.47,8,2,0,0,53.1
C001,Karnal,Maize,59,41,18,4,4.0,4.02,8,5,0,0,19.9
C002,Ludhiana,Soybean,59,39,20,3,7.0,7.58,12,2,0,0,61.9
C005,Nashik,Soybean,86,42,44,3,8.0,4.52,8,4,0,0,123.6
C005,Nashik,Wheat,43,38,5,2,8.0,5.31,10,5,0,0,22.5
C002,Ludhiana,Paddy,34,26,8,2,7.0,2.71,14,4,0,0,36.7
C004,Sehore,Soybean,38,16,22,5,5.0,2.77,13,1,0,0,31.7
C004,Sehore,Wheat,43,17,26,3,6.0,3.81,18,5,0,0,54.9
C001,Karnal,Gram,47,8,39,4,4.0,9.86,8,5,0,0,42.4
C005,Nashik,Wheat,49,24,25,2,6.0,2.22,17,4,0,0,76.3
C002,Ludhiana,Paddy,51,39,12,6,7.0,3.75,13,0,1,0,23.2
C005,Nashik,Mustard,79,50,29,6,5.0,8.77,10,4,0,0,28.9
C001,Karnal,Gram,32,24,8,2,8.0,9.48,9,2,0,0,33.3
C002,Ludhiana,Wheat,53,14,39,5,5.0,9.98,13,3,0,0,53.6
C004,Sehore,Soybean,31,26,5,2,8.0,3.97,10,1,0,0,20.6
C004,Sehore,Wheat,78,47,31,4,4.0,7.66,17,0,1,0,37.7
C003,Indore,Gram,84,39,45,6,8.0,6.17,16,5,0,0,64.7
C004,Sehore,Paddy,58,32,26,4,7.0,5.02,15,0,1,0,54.7
C004,Sehore,Gram,55,23,32,5,6.0,8.17,8,4,0,0,41.0
C001,Karnal,Mustard,51,16,35,6,8.0,7.13,8,4,0,1,43.4
C004,Sehore,Paddy,52,48,4,4,8.0,8.99,16,4,0,0,8.5
C001,Karnal,Paddy,31,19,12,2,7.0,7.7,9,5,0,0,42.3
C005,Nashik,Wheat,63,49,14,2,7.0,2.93,12,0,1,0,72.8
C003,Indore,Paddy,54,30,24,5,5.0,2.36,10,4,0,0,27.6
C004,Sehore,Maize,60,46,14,6,6.0,7.89,12,3,0,0,18.8
C004,Sehore,Soybean,53,21,32,4,5.0,6.8,18,5,0,0,44.6
C004,Sehore,Paddy,53,12,41,3,4.0,2.92,15,0,1,0,67.1
C003,Indore,Maize,58,23,35,5,6.0,4.28,17,2,0,0,44.7
C002,Ludhiana,Wheat,26,13,13,6,7.0,6.15,8,3,0,0,15.2
C001,Karnal,Soybean,54,9,45,3,4.0,3.93,17,2,0,0,64.0
C005,Nashik,Wheat,39,25,14,6,5.0,2.35,8,1,0,0,15.1
C002,Ludhiana,Mustard,50,8,42,5,5.0,5.13,10,2,0,0,45.9
C002,Ludhiana,Mustard,38,9,29,5,4.0,8.75,17,4,0,0,25.3
C005,Nashik,Mustard,53,9,44,2,4.0,5.28,16,0,1,0,105.2
C003,Indore,Mustard,55,48,7,2,5.0,3.87,14,0,1,0,27.3
C005,Nashik,Wheat,76,39,37,3,4.0,2.59,18,6,1,0,62.9
C004,Sehore,Mustard,49,20,29,6,7.0,7.46,17,2,0,0,39.3
C004,Sehore,Soybean,63,28,35,3,7.0,3.79,12,5,0,0,108.1
C004,Sehore,Mustard,34,32,2,3,6.0,8.44,10,0,1,0,5.7
C005,Nashik,Paddy,68,27,41,5,5.0,3.66,14,3,0,0,56.0
C004,Sehore,Soybean,50,26,24,5,7.0,4.61,14,1,0,0,43.7
C002,Ludhiana,Maize,60,47,13,3,8.0,8.27,13,3,0,0,45.9
C004,Sehore,Mustard,40,14,26,4,5.0,5.76,16,5,0,0,37.2
C005,Nashik,Soybean,40,26,14,2,5.0,6.41,10,5,0,0,36.8
C002,Ludhiana,Soybean,66,41,25,2,5.0,7.34,12,5,0,0,82.2
C004,Sehore,Gram,52,25,27,3,5.0,5.75,10,6,1,0,54.3
C005,Nashik,Gram,15,10,5,2,4.0,2.17,8,2,0,0,9.9
C003,Indore,Paddy,29,9,20,3,5.0,4.9,13,4,0,0,43.9
C003,Indore,Maize,31,11,20,3,6.0,8.42,10,1,0,0,40.9
C005,Nashik,Soybean,81,45,36,3,8.0,5.76,12,5,0,0,123.3
C001,Karnal,Maize,14,7,7,3,7.0,3.08,14,3,0,0,19.9
C001,Karnal,Gram,79,41,38,4,7.0,3.45,8,3,0,0,71.3
C003,Indore,Wheat,25,13,12,4,4.0,6.99,18,3,0,0,11.9
C002,Ludhiana,Maize,33,27,6,4,6.0,6.82,15,0,1,0,11.4
C002,Ludhiana,Mustard,55,22,33,4,5.0,9.86,8,3,0,0,43.9
C002,Ludhiana,Maize,61,32,29,4,6.0,4.7,12,5,0,0,58.5
C001,Karnal,Mustard,53,44,9,6,4.0,2.09,17,0,1,0,6.8
C004,Sehore,Soybean,93,48,45,5,4.0,4.16,14,2,0,0,50.5
C004,Sehore,Soybean,44,21,23,4,5.0,6.42,15,2,0,0,33.2
C001,Karnal,Maize,14,6,8,4,8.0,8.49,9,1,0,0,16.5
C002,Ludhiana,Gram,10,5,5,3,4.0,7.78,13,6,1,0,8.5
C005,Nashik,Maize,54,11,43,5,6.0,6.9,8,5,0,0,58.4
C001,Karnal,Paddy,33,32,1,2,4.0,8.33,11,1,0,1,1
C003,Indore,Maize,48,17,31,6,5.0,7.67,15,4,0,0,29.4
C005,Nashik,Wheat,38,5,33,5,5.0,2.64,11,2,0,0,45.4
C002,Ludhiana,Maize,29,16,13,2,4.0,8.79,11,1,0,0,35.4
C003,Indore,Gram,64,23,41,5,8.0,3.75,12,6,1,0,98.2
C001,Karnal,Maize,20,9,11,4,6.0,2.49,15,2,0,0,16.1
C004,Sehore,Wheat,54,10,44,5,4.0,4.55,13,5,0,0,50.0
C001,Karnal,Gram,56,27,29,4,6.0,7.94,15,2,0,0,48.0
C003,Indore,Gram,53,15,38,3,5.0,2.34,13,3,0,0,83.6
C004,Sehore,Soybean,24,14,10,5,7.0,7.9,14,3,0,0,20.2
C003,Indore,Soybean,29,5,24,3,7.0,5.48,18,1,0,0,60.7
C002,Ludhiana,Wheat,45,14,31,2,7.0,4.17,11,0,1,0,158.3
C005,Nashik,Mustard,75,43,32,3,5.0,7.79,14,3,0,0,69.1
C001,Karnal,Mustard,71,50,21,2,4.0,5.81,12,1,0,0,56.8
C002,Ludhiana,Soybean,65,45,20,5,4.0,3.27,18,2,0,0,18.1
C001,Karnal,Gram,45,26,19,3,8.0,7.8,10,2,0,0,52.8
C001,Karnal,Soybean,34,18,16,4,7.0,9.56,11,6,1,0,42.7
C004,Sehore,Mustard,63,26,37,6,6.0,7.59,10,2,0,0,41.7
C002,Ludhiana,Maize,36,20,16,6,8.0,5.91,15,0,1,0,28.0
C004,Sehore,Paddy,44,38,6,6,6.0,5.93,17,5,0,0,6.5
C002,Ludhiana,Mustard,39,35,4,3,6.0,3.97,18,0,1,0,11.0
C004,Sehore,Gram,57,36,21,3,6.0,9.88,17,4,0,0,45.8
C002,Ludhiana,Gram,27,8,19,6,4.0,7.88,11,4,0,0,17.2
C004,Sehore,Soybean,35,18,17,2,6.0,3.15,8,0,1,0,61.7
C001,Karnal,Mustard,74,45,29,5,5.0,5.06,10,4,0,0,31.7
C003,Indore,Soybean,73,34,39,4,5.0,4.28,17,1,0,0,51.5
C001,Karnal,Mustard,38,14,24,6,7.0,4.52,14,4,0,1,30.6
C003,Indore,Soybean,47,7,40,3,6.0,7.15,13,4,0,0,103.0
C005,Nashik,Wheat,14,9,5,3,7.0,3.12,9,4,0,0,13.1
C001,Karnal,Mustard,37,31,6,4,6.0,4.75,9,3,0,0,8.0
C004,Sehore,Maize,46,10,36,5,5.0,8.51,15,1,0,0,42.0
C003,Indore,Paddy,90,48,42,3,4.0,6.46,8,5,0,0,59.9
C001,Karnal,Wheat,23,13,10,3,5.0,6.0,13,3,0,0,22.7
C001,Karnal,Gram,49,47,2,4,7.0,7.72,14,4,0,0,3.4
C001,Karnal,Paddy,37,5,32,3,8.0,4.8,9,4,0,0,89.2
C002,Ludhiana,Soybean,40,5,35,3,5.0,9.32,17,2,0,0,62.0
C004,Sehore,Paddy,43,26,17,3,8.0,3.57,12,3,0,0,57.8
C001,Karnal,Soybean,44,18,26,6,8.0,3.48,8,3,0,0,38.8
C002,Ludhiana,Paddy,93,48,45,6,6.0,3.71,17,6,1,0,57.0
C002,Ludhiana,Gram,39,6,33,4,5.0,4.48,11,6,1,0,62.6
C004,Sehore,Maize,60,30,30,5,6.0,6.81,10,3,0,0,40.0
C002,Ludhiana,Wheat,7,6,1,6,4.0,6.95,8,2,0,0,1
C004,Sehore,Maize,15,8,7,6,5.0,4.94,18,1,0,0,7.6
C003,Indore,Wheat,48,6,42,4,7.0,4.38,8,0,1,0,88.6
C002,Ludhiana,Wheat,17,5,12,2,7.0,2.9,11,3,0,0,54.3
C005,Nashik,Mustard,86,41,45,4,4.0,5.84,10,1,0,0,51.1
C001,Karnal,Wheat,61,31,30,5,7.0,3.4,8,4,0,0,46.2
C003,Indore,Maize,35,22,13,4,7.0,2.2,12,6,1,0,35.0
C001,Karnal,Maize,68,40,28,2,8.0,9.62,15,6,1,0,133.6
C001,Karnal,Mustard,67,28,39,4,4.0,5.65,15,4,0,0,44.3
C003,Indore,Maize,35,25,10,6,8.0,7.88,13,3,0,0,17.5
C004,Sehore,Mustard,80,36,44,4,5.0,7.41,14,2,0,0,72.4
C003,Indore,Paddy,76,34,42,4,6.0,5.61,16,6,1,0,79.0
C003,Indore,Gram,61,39,22,3,8.0,7.06,10,6,1,0,68.7
C002,Ludhiana,Maize,39,12,27,5,4.0,9.92,16,0,1,0,28.4
C003,Indore,Gram,94,50,44,3,5.0,8.3,15,0,1,0,91.0
C003,Indore,Gram,73,30,43,5,8.0,3.75,13,5,0,0,92.2
C001,Karnal,Paddy,62,17,45,5,5.0,7.73,16,6,1,0,55.7
C001,Karnal,Maize,50,24,26,4,5.0,8.6,16,5,0,0,36.9
C001,Karnal,Wheat,26,18,8,2,6.0,3.49,18,0,1,0,28.4
C001,Karnal,Soybean,50,49,1,4,7.0,6.78,13,3,0,0,1.5
C005,Nashik,Gram,45,7,38,5,8.0,7.43,8,3,0,0,63.5
C004,Sehore,Soybean,77,49,28,6,4.0,6.7,13,5,0,0,24.8
C001,Karnal,Soybean,56,39,17,2,7.0,2.74,11,5,0,0,76.9
C001,Karnal,Soybean,59,43,16,5,6.0,9.87,8,2,0,0,22.2
C004,Sehore,Paddy,12,5,7,6,7.0,7.47,17,6,1,0,8.3
C005,Nashik,Soybean,46,34,12,2,8.0,4.2,17,3,0,0,49.6
C001,Karnal,Mustard,83,38,45,6,4.0,5.93,15,2,0,0,33.6
C005,Nashik,Mustard,58,14,44,5,4.0,9.75,9,1,0,0,39.5
C004,Sehore,Maize,27,24,3,3,7.0,3.46,13,6,1,0,11.8
C002,Ludhiana,Maize,22,15,7,5,4.0,3.11,17,4,0,1,5.3
C004,Sehore,Wheat,80,39,41,6,6.0,2.85,15,0,1,0,52.3
C004,Sehore,Wheat,64,47,17,2,4.0,4.86,14,4,0,0,46.2
C002,Ludhiana,Wheat,47,41,6,2,5.0,3.49,11,3,0,0,19.7
C005,Nashik,Mustard,59,16,43,5,4.0,6.66,9,4,0,1,31.5
C003,Indore,Paddy,32,8,24,5,4.0,6.08,8,0,1,0,24.0
C005,Nashik,Wheat,41,20,21,4,5.0,8.88,11,1,0,0,35.2
C002,Ludhiana,Wheat,81,45,36,3,7.0,7.02,9,1,0,0,89.8
C002,Ludhiana,Wheat,46,41,5,5,8.0,3.32,18,6,1,0,10.3
C002,Ludhiana,Mustard,35,7,28,5,4.0,8.97,14,0,1,0,36.5
C003,Indore,Soybean,28,13,15,5,8.0,5.83,16,3,0,0,26.8
C002,Ludhiana,Paddy,55,36,19,6,8.0,8.18,14,4,0,1,25.9
C001,Karnal,Maize,46,22,24,3,4.0,5.15,15,5,0,0,36.5
C003,Indore,Gram,55,35,20,6,6.0,6.09,14,6,1,0,31.9
C005,Nashik,Maize,84,41,43,6,8.0,3.1,13,0,1,0,89.5
C005,Nashik,Gram,62,45,17,6,4.0,4.15,12,6,1,0,18.4
C003,Indore,Mustard,40,27,13,3,8.0,9.78,11,6,1,0,52.1
C003,Indore,Mustard,90,47,43,6,7.0,3.51,17,6,1,0,63.9
C003,Indore,Paddy,61,25,36,4,8.0,3.64,15,4,0,0,74.8
C003,Indore,Maize,84,45,39,3,5.0,8.64,10,5,0,0,69.2
C004,Sehore,Soybean,69,39,30,4,8.0,4.73,12,4,0,0,77.1
C004,Sehore,Gram,22,17,5,5,4.0,8.5,12,3,0,0,7.6
C005,Nashik,Mustard,44,17,27,6,8.0,4.13,14,5,0,0,48.6
C004,Sehore,Soybean,21,13,8,5,6.0,3.45,13,6,1,0,13.0
C001,Karnal,Mustard,57,22,35,2,8.0,3.02,9,5,0,0,143.0
C005,Nashik,Wheat,66,44,22,2,4.0,7.76,12,3,0,0,56.5
C005,Nashik,Gram,43,20,23,4,8.0,3.21,16,4,0,0,47.6
C004,Sehore,Paddy,17,15,2,6,8.0,2.73,17,2,0,0,1.4
C002,Ludhiana,Soybean,74,44,30,3,5.0,3.33,10,1,0,0,51.6
C003,Indore,Soybean,58,33,25,6,8.0,3.71,9,6,1,0,42.2
C004,Sehore,Paddy,31,6,25,5,8.0,6.33,12,1,0,0,53.0
C005,Nashik,Mustard,69,37,32,4,4.0,6.93,15,4,0,0,34.4
C001,Karnal,Gram,44,18,26,5,5.0,3.74,13,3,0,0,36.5
C002,Ludhiana,Soybean,50,48,2,6,7.0,9.48,11,5,0,0,3.0
C001,Karnal,Soybean,53,29,24,6,6.0,2.16,14,5,0,0,32.6
C004,Sehore,Mustard,46,28,18,4,5.0,9.29,12,3,0,0,29.2
C005,Nashik,Maize,51,17,34,6,8.0,8.77,14,2,0,1,48.3
C002,Ludhiana,Wheat,25,21,4,6,8.0,2.63,12,3,0,0,5.7
C004,Sehore,Mustard,51,24,27,3,5.0,3.33,9,1,0,0,48.7
C005,Nashik,Maize,71,35,36,3,6.0,9.54,10,1,0,1,63.8
C005,Nashik,Maize,29,22,7,2,4.0,8.54,10,4,0,0,14.7
C003,Indore,Maize,51,16,35,3,5.0,3.97,8,2,0,0,63.6
C005,Nashik,Wheat,34,30,4,6,8.0,3.08,8,3,0,0,4.3
C005,Nashik,Mustard,50,20,30,6,6.0,5.64,9,5,0,0,34.2
C001,Karnal,Wheat,24,23,1,5,5.0,5.69,15,5,0,0,1.3
C004,Sehore,Gram,66,43,23,5,8.0,6.62,14,6,1,0,57.4
C002,Ludhiana,Gram,21,18,3,5,5.0,2.59,13,6,1,0,5.1
C004,Sehore,Soybean,30,6,24,5,6.0,4.52,11,6,1,0,44.0
C002,Ludhiana,Soybean,66,24,42,6,5.0,5.17,10,0,1,0,46.9
C003,Indore,Soybean,58,28,30,5,7.0,9.06,15,1,0,0,43.8
C002,Ludhiana,Maize,32,8,24,2,6.0,4.8,14,5,0,0,91.2
C003,Indore,Mustard,38,7,31,6,8.0,9.47,15,0,1,0,50.0
C005,Nashik,Paddy,60,50,10,2,4.0,6.49,8,0,1,0,24.7
C003,Indore,Wheat,66,44,22,5,7.0,5.68,17,2,0,0,31.6
C005,Nashik,Gram,64,32,32,2,7.0,8.11,8,5,0,0,116.8
C005,Nashik,Gram,51,26,25,2,5.0,7.28,15,5,0,0,64.6
C002,Ludhiana,Paddy,47,22,25,2,8.0,5.16,8,0,1,0,119.8
C002,Ludhiana,Soybean,41,14,27,6,5.0,5.42,17,2,0,0,24.6
C001,Karnal,Paddy,40,9,31,2,6.0,3.75,10,5,0,0,95.0
C004,Sehore,Mustard,52,21,31,6,6.0,6.62,16,6,1,0,39.9
C003,Indore,Gram,82,48,34,3,8.0,4.23,17,6,1,0,107.3
C001,Karnal,Soybean,59,37,22,5,6.0,4.4,14,0,1,0,39.8
C003,Indore,Wheat,34,19,15,3,8.0,9.05,11,3,0,0,53.5
C005,Nashik,Gram,57,31,26,4,7.0,6.53,12,0,1,0,69.0
C001,Karnal,Mustard,58,32,26,2,7.0,3.23,15,0,1,0,107.3
C003,Indore,Paddy,68,42,26,5,7.0,3.71,14,6,1,0,54.4
C002,Ludhiana,Mustard,63,42,21,3,8.0,5.01,9,0,1,0,68.1
C001,Karnal,Paddy,42,10,32,6,7.0,9.47,18,1,0,0,39.2
C002,Ludhiana,Wheat,72,48,24,3,6.0,7.49,13,5,0,0,61.0
C003,Indore,Mustard,48,10,38,2,4.0,9.91,17,0,1,0,90.7
C002,Ludhiana,Soybean,60,42,18,5,4.0,4.33,16,0,1,0,17.9
C001,Karnal,Soybean,57,46,11,6,6.0,8.21,16,0,1,0,12.9
C003,Indore,Wheat,58,15,43,5,6.0,7.56,15,2,0,0,56.0
C004,Sehore,Soybean,68,25,43,3,6.0,3.68,15,1,0,0,89.3
C001,Karnal,Gram,40,33,7,2,5.0,3.01,9,2,0,0,19.1
C005,Nashik,Paddy,39,12,27,5,7.0,9.44,18,5,0,0,41.4
C002,Ludhiana,Soybean,41,30,11,2,6.0,3.53,9,0,1,0,40.7
C003,Indore,Soybean,77,47,30,3,7.0,9.73,13,3,0,0,90.4
C004,Sehore,Maize,61,16,45,4,8.0,2.06,10,2,0,0,95.3
C003,Indore,Paddy,53,37,16,2,5.0,6.83,12,1,0,0,51.6
C001,Karnal,Maize,68,28,40,4,6.0,4.7,9,3,0,0,66.7
C002,Ludhiana,Paddy,91,47,44,3,6.0,8.86,16,2,0,0,94.8
C005,Nashik,Gram,35,7,28,6,5.0,5.64,17,4,0,0,28.7
C004,Sehore,Wheat,33,31,2,4,6.0,6.71,9,3,0,0,2.9
C004,Sehore,Gram,63,42,21,6,5.0,3.78,12,2,0,0,25.8
C002,Ludhiana,Maize,47,21,26,6,6.0,2.03,11,0,1,0,41.8
C002,Ludhiana,Soybean,13,9,4,2,7.0,8.42,12,4,0,0,18.2
C004,Sehore,Wheat,86,47,39,6,6.0,2.41,17,1,0,0,43.9
C001,Karnal,Paddy,38,16,22,5,8.0,6.36,11,0,1,0,51.6
C002,Ludhiana,Soybean,30,21,9,2,4.0,3.35,12,5,0,0,22.2
C004,Sehore,Paddy,30,23,7,3,6.0,4.48,16,5,0,0,13.1
C002,Ludhiana,Wheat,27,22,5,2,5.0,9.72,9,6,1,0,13.5
C005,Nashik,Soybean,78,47,31,6,4.0,6.91,9,2,0,0,23.8
C004,Sehore,Paddy,46,44,2,6,6.0,8.44,9,0,1,0,1.9
C005,Nashik,Maize,76,45,31,6,5.0,4.81,13,6,1,0,41.9
C001,Karnal,Gram,28,17,11,5,5.0,6.97,15,6,1,0,14.8
C002,Ludhiana,Maize,59,29,30,5,8.0,4.58,13,1,0,0,61.7
C002,Ludhiana,Wheat,49,47,2,6,6.0,9.47,18,2,0,0,3.6
C003,Indore,Soybean,50,43,7,2,5.0,6.16,9,4,0,0,18.3
C005,Nashik,Maize,47,7,40,4,4.0,8.29,18,2,0,0,44.9
C004,Sehore,Mustard,28,24,4,2,4.0,7.32,10,5,0,0,8.0
C002,Ludhiana,Mustard,43,38,5,4,7.0,4.91,15,2,0,0,9.0
C001,Karnal,Mustard,19,13,6,4,5.0,9.45,17,4,0,0,7.7
C001,Karnal,Mustard,24,16,8,4,6.0,6.61,17,6,1,0,13.0
C003,Indore,Gram,77,41,36,6,4.0,8.96,16,2,0,0,29.0
C001,Karnal,Soybean,37,10,27,2,6.0,7.26,12,5,0,0,102.8
C005,Nashik,Wheat,38,35,3,2,7.0,8.48,14,4,0,0,12.1
C005,Nashik,Paddy,27,16,11,2,6.0,7.19,17,5,0,0,34.8
C001,Karnal,Soybean,59,48,11,3,5.0,6.08,14,0,1,0,29.2
C005,Nashik,Maize,56,20,36,3,7.0,2.47,11,4,0,0,108.1
C005,Nashik,Mustard,68,42,26,4,5.0,5.29,17,2,0,0,36.1
C001,Karnal,Maize,85,43,42,5,6.0,5.98,9,3,0,0,56.4
C002,Ludhiana,Gram,55,47,8,3,8.0,3.99,8,1,0,0,23.3
C001,Karnal,Maize,36,22,14,5,5.0,9.68,17,0,1,0,18.6
C001,Karnal,Soybean,47,33,14,2,6.0,3.16,18,6,1,0,49.5
C004,Sehore,Soybean,76,47,29,6,6.0,3.61,18,1,0,0,31.9
C002,Ludhiana,Soybean,36,8,28,5,6.0,4.02,14,3,0,0,46.5
C001,Karnal,Maize,37,18,19,5,8.0,5.31,12,1,0,0,39.0
C001,Karnal,Soybean,72,34,38,6,4.0,4.78,18,1,0,0,30.6
C003,Indore,Soybean,46,35,11,5,6.0,3.76,10,0,1,0,17.1
C004,Sehore,Paddy,56,14,42,6,8.0,2.88,13,4,0,0,73.4
C005,Nashik,Mustard,46,41,5,5,4.0,9.66,9,1,0,0,3.6
C002,Ludhiana,Maize,75,38,37,6,8.0,9.37,18,3,0,0,51.8
C001,Karnal,Mustard,63,26,37,6,7.0,2.01,11,1,0,0,57.6
C004,Sehore,Mustard,58,45,13,4,8.0,5.22,17,4,0,0,25.9
C004,Sehore,Gram,28,7,21,3,5.0,8.86,13,3,0,0,46.4
C004,Sehore,Paddy,51,49,2,5,8.0,2.61,17,1,0,0,4.9
C002,Ludhiana,Soybean,16,11,5,5,8.0,7.45,16,3,0,0,7.5
C002,Ludhiana,Paddy,24,21,3,4,4.0,2.09,17,3,0,0,2.5
C005,Nashik,Soybean,42,20,22,3,4.0,6.89,9,6,1,0,36.8
C002,Ludhiana,Wheat,50,15,35,5,6.0,7.26,8,6,1,0,54.5
C004,Sehore,Mustard,75,42,33,2,4.0,3.83,17,2,0,1,57.5
C003,Indore,Soybean,13,11,2,6,5.0,9.85,17,0,1,0,1
C002,Ludhiana,Paddy,31,18,13,2,5.0,3.58,12,3,0,0,42.0
C005,Nashik,Paddy,42,28,14,2,4.0,7.02,12,6,1,0,40.5
C001,Karnal,Paddy,16,15,1,5,7.0,5.0,16,1,0,0,3.1
C001,Karnal,Wheat,19,14,5,3,5.0,5.32,14,1,0,0,9.7
C005,Nashik,Maize,80,42,38,6,8.0,9.88,15,1,0,0,55.6
C005,Nashik,Paddy,56,44,12,5,7.0,8.69,15,2,0,0,18.7
C001,Karnal,Paddy,64,39,25,5,6.0,5.72,9,6,1,0,38.7
C002,Ludhiana,Wheat,48,40,8,3,8.0,5.83,18,4,0,0,23.6
C001,Karnal,Gram,28,13,15,3,8.0,3.92,8,4,0,0,42.0
C001,Karnal,Paddy,32,26,6,6,8.0,6.2,9,2,0,0,8.9
C002,Ludhiana,Wheat,27,13,14,5,7.0,8.42,11,5,0,0,26.3
C005,Nashik,Soybean,80,39,41,2,7.0,2.64,13,3,0,0,183.4
C003,Indore,Wheat,49,47,2,2,4.0,7.53,8,0,1,0,5.9
C005,Nashik,Wheat,42,11,31,2,5.0,5.51,16,5,0,0,82.4
C005,Nashik,Wheat,50,29,21,3,6.0,7.38,16,5,0,0,43.7
C002,Ludhiana,Wheat,86,47,39,6,5.0,6.61,15,2,0,0,38.8
C001,Karnal,Paddy,77,44,33,3,6.0,8.31,13,3,0,0,86.5
C004,Sehore,Wheat,9,5,4,2,8.0,7.3,11,3,0,0,19.8
C003,Indore,Maize,48,14,34,6,6.0,5.24,17,0,1,0,41.8
C003,Indore,Gram,71,47,24,3,6.0,2.39,12,6,1,0,72.2
C001,Karnal,Gram,35,31,4,2,7.0,3.66,14,4,0,0,18.2
C005,Nashik,Mustard,79,38,41,2,8.0,3.48,9,0,1,0,191.7
C001,Karnal,Soybean,48,40,8,4,8.0,9.32,8,2,0,0,16.0
C002,Ludhiana,Gram,54,38,16,5,7.0,3.55,11,4,0,0,29.5
C002,Ludhiana,Paddy,75,30,45,2,5.0,6.95,12,5,0,0,146.3
C003,Indore,Soybean,22,20,2,4,5.0,9.04,10,2,0,0,4.1
C004,Sehore,Paddy,27,10,17,2,6.0,5.7,8,6,1,0,62.5
C004,Sehore,Paddy,26,7,19,4,6.0,3.49,11,5,0,0,37.3
C002,Ludhiana,Mustard,53,10,43,3,4.0,5.76,12,3,0,0,78.3
C005,Nashik,Gram,21,19,2,6,8.0,7.85,13,1,0,0,3.6
C002,Ludhiana,Mustard,74,44,30,4,5.0,8.65,8,5,0,0,39.3
C001,Karnal,Mustard,32,18,14,3,5.0,9.76,13,1,0,0,29.9
C003,Indore,Maize,29,14,15,2,7.0,8.45,9,0,1,0,62.0
C004,Sehore,Maize,47,43,4,2,8.0,9.8,11,4,0,0,21.2
C004,Sehore,Paddy,67,25,42,3,7.0,10.0,8,3,0,0,103.9
C001,Karnal,Gram,50,29,21,6,7.0,2.76,16,6,1,0,30.9
C005,Nashik,Wheat,20,6,14,2,5.0,9.98,8,4,0,0,37.8
C001,Karnal,Gram,39,5,34,3,8.0,3.96,14,2,0,0,118.2
C003,Indore,Maize,39,31,8,4,8.0,9.33,17,5,0,0,16.4
C003,Indore,Paddy,63,43,20,2,4.0,2.57,9,6,1,0,49.5
C003,Indore,Wheat,34,19,15,6,6.0,5.18,15,2,0,0,17.1
C004,Sehore,Paddy,57,43,14,3,5.0,6.82,10,0,1,0,27.6
C003,Indore,Soybean,24,7,17,2,4.0,7.56,12,1,0,0,44.2
C001,Karnal,Mustard,52,36,16,2,6.0,9.48,14,3,0,0,62.9
C005,Nashik,Maize,41,32,9,2,4.0,8.24,8,0,1,0,23.3
C001,Karnal,Gram,55,30,25,3,6.0,9.08,9,6,1,0,58.6
C002,Ludhiana,Maize,39,18,21,5,4.0,2.8,10,6,1,0,23.4
C003,Indore,Wheat,52,16,36,5,8.0,5.49,9,3,0,0,61.9
C005,Nashik,Maize,52,38,14,3,8.0,8.65,12,5,0,0,46.8
